"Código provincia";"Código Municipio";"NOMBRE";"Población total";"Varones ";"Mujeres"
"25";"0925";"Floresta (La)";174;92;82
"25";"0931";"Fondarella";686;347;339
"25";"0946";"Foradada";189;112;77
"25";"0962";"Fuliola (La)";1.255;628;627
"25";"0978";"Fulleda";115;60;55
"25";"0984";"Gavet de la Conca";324;158;166
"25";"9123";"Gimenells i el Pla de la Font";1.122;591;531
"25";"0997";"Golmés";1.275;617;658
"25";"1001";"Gósol";207;114;93
"25";"1018";"Granadella (La)";831;427;404
"25";"1023";"Granja d'Escarp (La)";1.108;587;521
"25";"1039";"Granyanella";127;63;64
"25";"1057";"Granyena de les Garrigues";168;86;82
"25";"1044";"Granyena de Segarra";162;83;79
"25";"1095";"Guimerà";375;188;187
"25";"9031";"Guingueta d'Àneu (La)";290;147;143
"25";"1109";"Guissona";3.060;1.561;1.499
"25";"1116";"Guixers";151;92;59
"25";"1155";"Isona i Conca Dellà";1.270;668;602
"25";"1121";"Ivars de Noguera";334;167;167
"25";"1137";"Ivars d'Urgell";1.699;859;840
"25";"1142";"Ivorra";156;84;72
"25";"9101";"Josa i Tuixén";139;76;63
"25";"1180";"Juncosa";594;327;267
"25";"1193";"Juneda";3.002;1.520;1.482
"25";"1214";"Les";687;345;342
"25";"1229";"Linyola";2.391;1.185;1.206
"25";"1235";"Lladorre";207;106;101
"25";"1240";"Lladurs";250;133;117
"25";"1253";"Llardecans";639;329;310
"25";"1266";"Llavorsí";286;145;141
"25";"1207";"Lleida";112.207;54.637;57.570
"25";"1272";"Lles de Cerdanya";299;166;133
"25";"1288";"Llimiana";139;74;65
"25";"1291";"Llobera";240;125;115
"25";"1333";"Maials";1.005;500;505
"25";"1305";"Maldà";289;148;141
"25";"1312";"Massalcoreig";649;312;337
"25";"1327";"Massoteres";184;96;88
"25";"1348";"Menàrguens";817;416;401
"25";"1351";"Miralcamp";1.239;592;647
"25";"1370";"Mollerussa";9.477;4.703;4.774
"25";"1364";"Molsosa (La)";135;69;66
"25";"1399";"Montellà i Martinet";500;250;250
"25";"1403";"Montferrer i Castellbò";728;394;334
"25";"1386";"Montgai";794;403;391
"25";"1425";"Montoliu de Lleida";500;246;254
"25";"1410";"Montoliu de Segarra";202;108;94
"25";"1431";"Montornès de Segarra";101;45;56
"25";"1459";"Nalec";104;49;55
"25";"0254";"Naut Aran";1.435;750;685
"25";"1462";"Navès";277;133;144
"25";"1484";"Odèn";280;158;122
"25";"1497";"Oliana";1.877;956;921
"25";"1500";"Oliola";199;112;87
"25";"1517";"Olius";520;264;256
"25";"1522";"Oluges (Les)";192;102;90
"25";"1538";"Omellons (Els)";266;134;132
"25";"1543";"Omells de na Gaia (Els)";153;84;69
"25";"1556";"Organyà";993;511;482
"25";"1569";"Os de Balaguer";761;403;358
"25";"1575";"Ossó de Sió";210;106;104
"25";"1581";"Palau d'Anglesola (El)";1.630;824;806
"25";"1641";"Penelles";549;303;246
"25";"1654";"Peramola";379;203;176
"25";"1667";"Pinell de Solsonès";228;121;107
"25";"1673";"Pinós";317;175;142
"25";"9118";"Plans de Sió (Els)";620;325;295
"25";"1689";"Poal (El)";625;331;294
"25";"1692";"Pobla de Cérvoles (La)";218;124;94
"25";"1713";"Pobla de Segur (La)";2.912;1.404;1.508
"25";"0306";"Pont de Bar (El)";145;78;67
"25";"1734";"Pont de Suert (El)";2.079;1.045;1.034
"25";"1728";"Ponts";2.368;1.189;1.179
"25";"1749";"Portella (La)";580;312;268
"25";"1752";"Prats i Sansor";187;103;84
"25";"1765";"Preixana";431;217;214
"25";"1771";"Preixens";518;250;268
"25";"1790";"Prullans";218;113;105
"25";"1804";"Puiggròs";255;135;120
"25";"1811";"Puigverd d'Agramunt";218;116;102
"25";"1826";"Puigverd de Lleida";1.010;499;511
"25";"1832";"Rialp";535;280;255
"25";"9059";"Ribera d'Ondara";531;269;262
"25";"1850";"Ribera d'Urgellet";748;390;358
"25";"1863";"Riner";278;142;136
"25";"1898";"Rosselló";1.784;868;916
"25";"1902";"Salàs de Pallars";334;171;163
"25";"1919";"Sanaüja";465;228;237
"25";"1961";"Sant Esteve de la Sarga";113;69;44
"25";"1924";"Sant Guim de Freixenet";1.047;507;540
"25";"1977";"Sant Guim de la Plana";194;102;92
"25";"1930";"Sant Llorenç de Morunys";896;454;442
"25";"9025";"Sant Martí de Riucorb";718;365;353
"25";"1945";"Sant Ramon";554;270;284
"25";"2017";"Sarroca de Bellera";145;79;66
"25";"2000";"Sarroca de Lleida";489;247;242
"25";"2022";"Senterada";116;61;55
"25";"0352";"Sentiu de Sió (La)";481;231;250
"25";"2043";"Seròs";1.780;939;841
"25";"2038";"Seu d'Urgell (La)";10.661;5.196;5.465
"25";"2056";"Sidamon";476;238;238
"25";"2069";"Soleràs (El)";420;212;208
"25";"2075";"Solsona";7.172;3.593;3.579
"25";"2081";"Soriguera";298;155;143
"25";"2094";"Sort";1.715;854;861
"25";"2108";"Soses";1.531;795;736
"25";"2115";"Sudanell";731;394;337
"25";"2120";"Sunyer";305;152;153
"25";"2154";"Talarn";362;187;175
"25";"2167";"Talavera";290;152;138
"25";"2173";"Tàrrega";12.181;5.863;6.318
"25";"2189";"Tarrés";109;58;51
"25";"2192";"Tarroja de Segarra";187;97;90
"25";"2206";"Térmens";1.395;704;691
"25";"2213";"Tírvia";122;65;57
"25";"2228";"Tiurana";23;16;7
"25";"2234";"Torà";1.174;596;578
"25";"2249";"Torms (Els)";195;108;87
"25";"2252";"Tornabous";822;422;400
"25";"2332";"Torre-serona";295;147;148
"25";"2271";"Torre de Cabdella (La)";658;327;331
"25";"2265";"Torrebesses";337;165;172
"25";"2287";"Torrefarrera";1.609;821;788
"25";"9078";"Torrefeta i Florejacs";660;327;333
"25";"2304";"Torregrossa";2.238;1.101;1.137
"25";"2311";"Torrelameu";577;311;266
"25";"2326";"Torres de Segre";1.805;914;891
"25";"2347";"Tremp";5.357;2.641;2.716
"25";"0432";"Vall de Boí (La)";793;445;348
"25";"9010";"Vall de Cardós";324;166;158
"25";"2385";"Vallbona de les Monges";259;129;130
"25";"2402";"Vallfogona de Balaguer";1.443;727;716
"25";"9062";"Valls d'Aguilar (Les)";296;158;138
"25";"2398";"Valls de Valira (Les)";736;398;338
"25";"9097";"Vansa i Fórnols (La)";171;87;84
"25";"2424";"Verdú";991;477;514
"25";"2430";"Vielha e Mijaran";3.896;1.955;1.941
"25";"2521";"Vila-sana";530;260;270
"25";"2445";"Vilagrassa";431;228;203
"25";"2458";"Vilaller";618;327;291
"25";"2477";"Vilamòs";148;73;75
"25";"2483";"Vilanova de Bellpuig";1.163;576;587
"25";"2542";"Vilanova de la Barca";923;456;467
"25";"2496";"Vilanova de l'Aguda";270;141;129
"25";"2509";"Vilanova de Meià";478;252;226
"25";"2516";"Vilanova de Segrià";749;382;367
"25";"2537";"Vilosell (El)";195;86;109
"25";"2555";"Vinaixa";639;311;328
"26";"0012";"Ábalos";271;147;124
"26";"0027";"Agoncillo";879;460;419
"26";"0033";"Aguilar del Río Alhama";699;358;341
"26";"0048";"Ajamil";75;50;25
"26";"0051";"Albelda de Iregua";2.218;1.125;1.093
"26";"0064";"Alberite";2.005;998;1.007
"26";"0070";"Alcanadre";808;416;392
"26";"0086";"Aldeanueva de Ebro";2.486;1.284;1.202
"26";"0099";"Alesanco";505;259;246
"26";"0103";"Alesón";143;71;72
"26";"0110";"Alfaro";9.098;4.568;4.530
"26";"0125";"Almarza de Cameros";38;24;14
"26";"0131";"Anguciana";313;160;153
"26";"0146";"Anguiano";608;333;275
"26";"0159";"Arenzana de Abajo";318;166;152
"26";"0162";"Arenzana de Arriba";40;22;18
"26";"0178";"Arnedillo";444;211;233
"26";"0184";"Arnedo";12.796;6.387;6.409
"26";"0197";"Arrúbal";425;220;205
"26";"0201";"Ausejo";725;394;331
"26";"0218";"Autol";3.368;1.718;1.650
"26";"0223";"Azofra";355;192;163
"26";"0239";"Badarán";739;391;348
"26";"0244";"Bañares";427;214;213
"26";"0260";"Baños de Río Tobía";1.808;924;884
"26";"0257";"Baños de Rioja";110;64;46
"26";"0276";"Berceo";222;131;91
"26";"0282";"Bergasa";184;98;86
"26";"0295";"Bergasillas Bajera";30;17;13
"26";"0309";"Bezares";31;19;12
"26";"0316";"Bobadilla";167;96;71
"26";"0321";"Brieva de Cameros";72;42;30
"26";"0337";"Briñas";198;99;99
"26";"0342";"Briones";810;429;381
"26";"0355";"Cabezón de Cameros";34;24;10
"26";"0368";"Calahorra";18.801;9.092;9.709
"26";"0374";"Camprovín";227;122;105
"26";"0380";"Canales de la Sierra";95;51;44
"26";"0393";"Canillas de Río Tuerto";69;33;36
"26";"0407";"Cañas";117;54;63
"26";"0414";"Cárdenas";249;124;125
"26";"0429";"Casalarreina";870;439;431
"26";"0435";"Castañares de Rioja";483;249;234
"26";"0440";"Castroviejo";61;31;30
"26";"0453";"Cellorigo";20;11;9
"26";"0466";"Cenicero";2.088;1.060;1.028
"26";"0472";"Cervera del Río Alhama";3.121;1.622;1.499
"26";"0488";"Cidamón";47;25;22
"26";"0491";"Cihuri";157;84;73
"26";"0504";"Cirueña";130;76;54
"26";"0511";"Clavijo";199;103;96
"26";"0526";"Cordovín";218;112;106
"26";"0532";"Corera";251;122;129
"26";"0547";"Cornago";579;316;263
"26";"0550";"Corporales";63;32;31
"26";"0563";"Cuzcurrita de Río Tirón";475;257;218
"26";"0579";"Daroca de Rioja";56;34;22
"26";"0585";"Enciso";174;107;67
"26";"0598";"Entrena";1.132;585;547
"26";"0602";"Estollo";154;85;69
"26";"0619";"Ezcaray";1.822;966;856
"26";"0624";"Foncea";125;64;61
"26";"0630";"Fonzaleche";166;100;66
"26";"0645";"Fuenmayor";2.179;1.086;1.093
"26";"0658";"Galbárruli";72;39;33
"26";"0661";"Galilea";293;155;138
"26";"0677";"Gallinero de Cameros";29;19;10
"26";"0683";"Gimileo";93;44;49
"26";"0696";"Grañón";420;220;200
"26";"0700";"Grávalos";282;143;139
"26";"0717";"Haro";9.150;4.515;4.635
"26";"0722";"Herce";321;167;154
"26";"0738";"Herramélluri";174;93;81
"26";"0743";"Hervías";192;98;94
"26";"0756";"Hormilla";483;250;233
"26";"0769";"Hormilleja";178;89;89
"26";"0775";"Hornillos de Cameros";25;13;12
"26";"0781";"Hornos de Moncalvillo";99;48;51
"26";"0794";"Huércanos";877;448;429
"26";"0808";"Igea";792;423;369
"26";"0815";"Jalón de Cameros";36;20;16
"26";"0820";"Laguna de Cameros";174;100;74
"26";"0836";"Lagunilla del Jubera";357;192;165
"26";"0841";"Lardero";3.421;1.719;1.702
"26";"0867";"Ledesma de la Cogolla";21;14;7
"26";"0873";"Leiva";291;140;151
"26";"0889";"Leza de Río Leza";33;22;11
"26";"0892";"Logroño";125.617;60.344;65.273
"26";"0913";"Lumbreras";173;106;67
"26";"0928";"Manjarrés";148;84;64
"26";"0934";"Mansilla de la Sierra";53;36;17
"26";"0949";"Manzanares de Rioja";125;68;57
"26";"0952";"Matute";172;82;90
"26";"0965";"Medrano";217;118;99
"26";"0987";"Munilla";118;61;57
"26";"0990";"Murillo de Río Leza";1.519;771;748
"26";"1004";"Muro de Aguas";73;43;30
"26";"1011";"Muro en Cameros";43;28;15
"26";"1026";"Nájera";7.055;3.520;3.535
"26";"1032";"Nalda";859;452;407
"26";"1047";"Navajún";19;12;7
"26";"1050";"Navarrete";1.988;1.015;973
"26";"1063";"Nestares";73;39;34
"26";"1079";"Nieva de Cameros";119;62;57
"26";"1098";"Ochánduri";103;52;51
"26";"1085";"Ocón";339;193;146
"26";"1102";"Ojacastro";232;137;95
"26";"1119";"Ollauri";313;174;139
"26";"1124";"Ortigosa de Cameros";327;171;156
"26";"1130";"Pazuengos";50;32;18
"26";"1145";"Pedroso";118;65;53
"26";"1158";"Pinillos";30;16;14
"26";"1177";"Pradejón";2.820;1.472;1.348
"26";"1183";"Pradillo";97;54;43
"26";"1196";"Préjano";208;104;104
"26";"1200";"Quel";1.892;986;906
"26";"1217";"Rabanera";52;36;16
"26";"1222";"Rasillo de Cameros (El)";123;65;58
"26";"1238";"Redal (El)";207;100;107
"26";"1243";"Ribafrecha";1.022;557;465
"26";"1256";"Rincón de Soto";2.562;1.366;1.196
"26";"1269";"Robres del Castillo";17;11;6
"26";"1275";"Rodezno";327;180;147
"26";"1281";"Sajazarra";146;75;71
"26";"1294";"San Asensio";1.259;655;604
"26";"1308";"San Millán de la Cogolla";276;171;105
"26";"1315";"San Millán de Yécora";56;34;22
"26";"1320";"San Román de Cameros";174;95;79
"26";"1392";"San Torcuato";100;56;44
"26";"1428";"San Vicente de la Sonsierra";1.096;558;538
"26";"1341";"Santa Coloma";148;92;56
"26";"1354";"Santa Engracia del Jubera";218;129;89
"26";"1367";"Santa Eulalia Bajera";103;59;44
"26";"1389";"Santo Domingo de la Calzada";5.646;2.836;2.810
"26";"1406";"Santurde de Rioja";313;156;157
"26";"1413";"Santurdejo";207;116;91
"26";"1434";"Sojuela";87;51;36
"26";"1449";"Sorzano";238;123;115
"26";"1452";"Sotés";235;135;100
"26";"1465";"Soto en Cameros";140;75;65
"26";"1471";"Terroba";32;17;15
"26";"1487";"Tirgo";268;137;131
"26";"1490";"Tobía";61;36;25
"26";"1503";"Tormantos";220;118;102
"26";"1531";"Torre en Cameros";14;11;3
"26";"1510";"Torrecilla en Cameros";558;300;258
"26";"1525";"Torrecilla sobre Alesanco";88;45;43
"26";"1546";"Torremontalbo";15;9;6
"26";"1559";"Treviana";268;143;125
"26";"1578";"Tricio";336;175;161
"26";"1584";"Tudelilla";448;228;220
"26";"1601";"Uruñuela";748;385;363
"26";"1618";"Valdemadera";15;10;5
"26";"1623";"Valgañón";173;98;75
"26";"1639";"Ventosa";130;71;59
"26";"1644";"Ventrosa";92;41;51
"26";"1657";"Viguera";380;223;157
"26";"1660";"Villalba de Rioja";158;93;65
"26";"1676";"Villalobar de Rioja";134;81;53
"26";"1682";"Villamediana de Iregua";2.003;1.031;972
"26";"1695";"Villanueva de Cameros";125;66;59
"26";"1709";"Villar de Arnedo (El)";670;322;348
"26";"1716";"Villar de Torre";316;166;150
"26";"1721";"Villarejo";50;31;19
"26";"1737";"Villarroya";9;4;5
"26";"1742";"Villarta-Quintana";221;111;110
"26";"1755";"Villavelayo";76;44;32
"26";"1768";"Villaverde de Rioja";103;58;45
"26";"1774";"Villoslada de Cameros";379;219;160
"26";"1780";"Viniegra de Abajo";124;66;58
"26";"1793";"Viniegra de Arriba";54;34;20
"26";"1807";"Zarratón";268;141;127
"26";"1814";"Zarzosa";17;12;5
"26";"1835";"Zorraquín";49;30;19
"27";"0018";"Abadín";3.582;1.686;1.896
"27";"0023";"Alfoz";2.506;1.210;1.296
"27";"0039";"Antas de Ulla";2.856;1.357;1.499
"27";"0044";"Baleira";2.002;1.033;969
"27";"9019";"Baralla";3.450;1.770;1.680
"27";"0057";"Barreiros";3.536;1.706;1.830
"27";"0060";"Becerreá";3.796;1.926;1.870
"27";"0076";"Begonte";3.903;1.931;1.972
"27";"0082";"Bóveda";2.141;1.050;1.091
"27";"9024";"Burela";7.915;3.928;3.987
"27";"0095";"Carballedo";3.363;1.665;1.698
"27";"0109";"Castro de Rei";5.778;2.906;2.872
"27";"0116";"Castroverde";3.612;1.843;1.769
"27";"0121";"Cervantes";2.329;1.271;1.058
"27";"0137";"Cervo";5.086;2.550;2.536
"27";"0168";"Chantada";10.002;4.931;5.071
"27";"0142";"Corgo (O)";4.394;2.205;2.189
"27";"0155";"Cospeito";6.045;2.973;3.072
"27";"0174";"Folgoso do Courel";1.669;854;815
"27";"0180";"Fonsagrada (A)";5.682;2.978;2.704
"27";"0193";"Foz";9.520;4.538;4.982
"27";"0207";"Friol";4.910;2.451;2.459
"27";"0229";"Guitiriz";6.473;3.216;3.257
"27";"0235";"Guntín";3.663;1.828;1.835
"27";"0240";"Incio (O)";2.674;1.321;1.353
"27";"0266";"Láncara";3.377;1.755;1.622
"27";"0272";"Lourenzá";2.931;1.413;1.518
"27";"0288";"Lugo";86.620;40.753;45.867
"27";"0291";"Meira";1.828;897;931
"27";"0305";"Mondoñedo";5.242;2.417;2.825
"27";"0312";"Monforte de Lemos";19.933;9.542;10.391
"27";"0327";"Monterroso";4.285;2.124;2.161
"27";"0333";"Muras";1.186;580;606
"27";"0348";"Navia de Suarna";2.073;1.113;960
"27";"0351";"Negueira de Muñiz";297;156;141
"27";"0370";"Nogais (As)";1.662;856;806
"27";"0386";"Ourol";1.638;796;842
"27";"0399";"Outeiro de Rei";4.126;2.086;2.040
"27";"0403";"Palas de Rei";4.386;2.149;2.237
"27";"0410";"Pantón";3.637;1.729;1.908
"27";"0425";"Paradela";2.752;1.370;1.382
"27";"0431";"Páramo (O)";1.934;994;940
"27";"0446";"Pastoriza (A)";4.177;2.092;2.085
"27";"0459";"Pedrafita do Cebreiro";1.669;891;778
"27";"0478";"Pobra de Brollón (A)";2.753;1.340;1.413
"27";"0462";"Pol";2.258;1.110;1.148
"27";"0484";"Pontenova (A)";3.484;1.700;1.784
"27";"0497";"Portomarín";2.141;1.055;1.086
"27";"0500";"Quiroga";4.458;2.170;2.288
"27";"0569";"Rábade";1.589;793;796
"27";"0517";"Ribadeo";8.872;4.159;4.713
"27";"0522";"Ribas de Sil";1.529;726;803
"27";"0538";"Ribeira de Piquín";939;457;482
"27";"0543";"Riotorto";2.018;994;1.024
"27";"0556";"Samos";2.203;1.158;1.045
"27";"0575";"Sarria";12.942;6.326;6.616
"27";"0581";"Saviñao (O)";5.246;2.553;2.693
"27";"0594";"Sober";3.250;1.573;1.677
"27";"0608";"Taboada";4.344;2.104;2.240
"27";"0615";"Trabada";1.770;846;924
"27";"0620";"Triacastela";942;464;478
"27";"0636";"Valadouro (O)";2.524;1.250;1.274
"27";"0641";"Vicedo (O)";2.460;1.208;1.252
"27";"0654";"Vilalba";15.645;7.655;7.990
"27";"0667";"Viveiro";15.298;7.379;7.919
"27";"0214";"Xermade";2.847;1.398;1.449
"27";"0253";"Xove";3.599;1.798;1.801
"28";"0014";"Acebeda (La)";47;26;21
"28";"0029";"Ajalvir";1.817;942;875
"28";"0035";"Alameda del Valle";162;89;73
"28";"0040";"Álamo (El)";4.028;2.170;1.858
"28";"0053";"Alcalá de Henares";163.831;81.672;82.159
"28";"0066";"Alcobendas";86.146;42.468;43.678
"28";"0072";"Alcorcón";143.970;71.274;72.696
"28";"0088";"Aldea del Fresno";1.308;677;631
"28";"0091";"Algete";13.476;6.860;6.616
"28";"0105";"Alpedrete";5.824;2.927;2.897
"28";"0112";"Ambite";303;147;156
"28";"0127";"Anchuelo";592;325;267
"28";"0133";"Aranjuez";38.680;18.649;20.031
"28";"0148";"Arganda del Rey";29.767;14.714;15.053
"28";"0151";"Arroyomolinos";3.017;1.532;1.485
"28";"0164";"Atazar (El)";95;51;44
"28";"0170";"Batres";730;377;353
"28";"0186";"Becerril de la Sierra";2.878;1.491;1.387
"28";"0199";"Belmonte de Tajo";1.131;570;561
"28";"0210";"Berrueco (El)";343;182;161
"28";"0203";"Berzosa del Lozoya";100;48;52
"28";"0225";"Boadilla del Monte";18.914;9.614;9.300
"28";"0231";"Boalo (El)";2.685;1.364;1.321
"28";"0246";"Braojos";147;80;67
"28";"0259";"Brea de Tajo";480;244;236
"28";"0262";"Brunete";4.354;2.166;2.188
"28";"0278";"Buitrago del Lozoya";1.404;700;704
"28";"0284";"Bustarviejo";1.371;702;669
"28";"0297";"Cabanillas de la Sierra";432;222;210
"28";"0301";"Cabrera (La)";1.517;758;759
"28";"0318";"Cadalso de los Vidrios";2.249;1.159;1.090
"28";"0323";"Camarma de Esteruelas";2.235;1.116;1.119
"28";"0339";"Campo Real";2.555;1.289;1.266
"28";"0344";"Canencia";458;238;220
"28";"0357";"Carabaña";1.005;499;506
"28";"0360";"Casarrubuelos";668;358;310
"28";"0376";"Cenicientos";1.854;914;940
"28";"0382";"Cercedilla";5.328;2.636;2.692
"28";"0395";"Cervera de Buitrago";96;57;39
"28";"0513";"Chapinería";1.235;626;609
"28";"0528";"Chinchón";3.856;1.905;1.951
"28";"0409";"Ciempozuelos";12.934;6.548;6.386
"28";"0416";"Cobeña";2.339;1.189;1.150
"28";"0468";"Collado Mediano";3.631;1.834;1.797
"28";"0474";"Collado Villalba";39.295;19.607;19.688
"28";"0437";"Colmenar de Oreja";5.510;2.695;2.815
"28";"0421";"Colmenar del Arroyo";853;400;453
"28";"0455";"Colmenar Viejo";29.682;14.721;14.961
"28";"0442";"Colmenarejo";3.795;1.923;1.872
"28";"0480";"Corpa";365;186;179
"28";"0493";"Coslada";73.732;36.614;37.118
"28";"0506";"Cubas de la Sagra";1.397;684;713
"28";"0534";"Daganzo de Arriba";3.041;1.530;1.511
"28";"0549";"Escorial (El)";9.444;4.717;4.727
"28";"0552";"Estremera";1.047;540;507
"28";"0565";"Fresnedillas de la Oliva";677;341;336
"28";"0571";"Fresno de Torote";538;291;247
"28";"0587";"Fuenlabrada";167.458;84.331;83.127
"28";"0590";"Fuente el Saz de Jarama";3.372;1.743;1.629
"28";"0604";"Fuentidueña de Tajo";1.432;699;733
"28";"0611";"Galapagar";18.995;9.600;9.395
"28";"0626";"Garganta de los Montes";322;161;161
"28";"0632";"Gargantilla del Lozoya";227;137;90
"28";"0647";"Gascones";100;54;46
"28";"0650";"Getafe";143.629;71.342;72.287
"28";"0663";"Griñón";4.083;2.083;2.000
"28";"0679";"Guadalix de la Sierra";2.646;1.371;1.275
"28";"0685";"Guadarrama";8.251;4.043;4.208
"28";"0698";"Hiruela (La)";53;27;26
"28";"0702";"Horcajo de la Sierra";136;76;60
"28";"0719";"Horcajuelo de la Sierra";81;37;44
"28";"0724";"Hoyo de Manzanares";5.017;2.535;2.482
"28";"0730";"Humanes de Madrid";8.756;4.477;4.279
"28";"0745";"Leganés";173.163;86.270;86.893
"28";"0758";"Loeches";2.838;1.400;1.438
"28";"0761";"Lozoya";442;227;215
"28";"9015";"Lozoyuela-Navas-Sieteiglesias";628;334;294
"28";"0783";"Madarcos";26;14;12
"28";"0796";"Madrid";2.881.506;1.346.168;1.535.338
"28";"0800";"Majadahonda";41.642;20.239;21.403
"28";"0822";"Manzanares el Real";3.363;1.764;1.599
"28";"0838";"Meco";4.689;2.386;2.303
"28";"0843";"Mejorada del Campo";15.186;7.642;7.544
"28";"0856";"Miraflores de la Sierra";3.495;1.761;1.734
"28";"0869";"Molar (El)";3.552;1.884;1.668
"28";"0875";"Molinos (Los)";3.084;1.483;1.601
"28";"0881";"Montejo de la Sierra";262;127;135
"28";"0894";"Moraleja de Enmedio";2.680;1.335;1.345
"28";"0908";"Moralzarzal";4.149;2.130;2.019
"28";"0915";"Morata de Tajuña";5.412;2.666;2.746
"28";"0920";"Móstoles";195.311;96.877;98.434
"28";"0936";"Navacerrada";1.741;857;884
"28";"0941";"Navalafuente";481;261;220
"28";"0954";"Navalagamella";994;507;487
"28";"0967";"Navalcarnero";11.458;5.807;5.651
"28";"0973";"Navarredonda";96;50;46
"28";"0992";"Navas del Rey";1.501;791;710
"28";"1006";"Nuevo Baztán";2.743;1.422;1.321
"28";"1013";"Olmeda de las Fuentes";146;81;65
"28";"1028";"Orusco de Tajuña";650;336;314
"28";"1049";"Paracuellos de Jarama";5.557;2.857;2.700
"28";"1065";"Parla";71.396;35.719;35.677
"28";"1071";"Patones";362;187;175
"28";"1087";"Pedrezuela";1.274;662;612
"28";"1090";"Pelayos de la Presa";1.277;634;643
"28";"1104";"Perales de Tajuña";2.024;979;1.045
"28";"1111";"Pezuela de las Torres";524;269;255
"28";"1126";"Pinilla del Valle";163;92;71
"28";"1132";"Pinto";26.316;13.172;13.144
"28";"1147";"Piñuécar";157;75;82
"28";"1150";"Pozuelo de Alarcón";62.010;30.278;31.732
"28";"1163";"Pozuelo del Rey";236;125;111
"28";"1179";"Prádena del Rincón";100;54;46
"28";"1185";"Puebla de la Sierra";77;44;33
"28";"9020";"Puentes Viejas";412;217;195
"28";"1198";"Quijorna";890;481;409
"28";"1202";"Rascafría";1.404;728;676
"28";"1219";"Redueña";159;77;82
"28";"1224";"Ribatejada";335;181;154
"28";"1230";"Rivas-Vaciamadrid";24.777;12.413;12.364
"28";"1245";"Robledillo de la Jara";78;40;38
"28";"1258";"Robledo de Chavela";2.014;1.004;1.010
"28";"1261";"Robregordo";86;41;45
"28";"1277";"Rozas de Madrid (Las)";47.922;23.449;24.473
"28";"1283";"Rozas de Puerto Real";306;163;143
"28";"1296";"San Agustín de Guadalix";5.307;2.685;2.622
"28";"1300";"San Fernando de Henares";31.677;15.903;15.774
"28";"1317";"San Lorenzo de El Escorial";10.995;5.327;5.668
"28";"1322";"San Martín de la Vega";9.661;4.928;4.733
"28";"1338";"San Martín de Valdeiglesias";6.034;2.980;3.054
"28";"1343";"San Sebastián de los Reyes";57.791;28.783;29.008
"28";"1356";"Santa María de la Alameda";770;423;347
"28";"1369";"Santorcaz";557;295;262
"28";"1375";"Santos de la Humosa (Los)";898;456;442
"28";"1381";"Serna del Monte (La)";100;53;47
"28";"1408";"Serranillos del Valle";778;406;372
"28";"1415";"Sevilla la Nueva";2.936;1.539;1.397
"28";"1436";"Somosierra";93;50;43
"28";"1441";"Soto del Real";4.368;2.225;2.143
"28";"1454";"Talamanca de Jarama";1.356;668;688
"28";"1467";"Tielmes";1.974;1.001;973
"28";"1473";"Titulcia";962;485;477
"28";"1489";"Torrejón de Ardoz";91.186;42.881;48.305
"28";"1492";"Torrejón de la Calzada";3.608;1.818;1.790
"28";"1505";"Torrejón de Velasco";1.608;847;761
"28";"1512";"Torrelaguna";2.558;1.229;1.329
"28";"1527";"Torrelodones";11.100;5.469;5.631
"28";"1533";"Torremocha de Jarama";341;167;174
"28";"1548";"Torres de la Alameda";4.131;2.084;2.047
"28";"9036";"Tres Cantos";30.970;15.373;15.597
"28";"1551";"Valdaracete";640;313;327
"28";"1564";"Valdeavero";553;286;267
"28";"1570";"Valdelaguna";524;282;242
"28";"1586";"Valdemanco";518;279;239
"28";"1599";"Valdemaqueda";561;284;277
"28";"1603";"Valdemorillo";4.722;2.418;2.304
"28";"1610";"Valdemoro";23.146;11.596;11.550
"28";"1625";"Valdeolmos-Alalpardo";1.661;868;793
"28";"1631";"Valdepiélagos";310;161;149
"28";"1646";"Valdetorres de Jarama";1.738;902;836
"28";"1659";"Valdilecha";1.833;929;904
"28";"1662";"Valverde de Alcalá";266;142;124
"28";"1678";"Velilla de San Antonio";5.137;2.612;2.525
"28";"1684";"Vellón (El)";1.072;553;519
"28";"1697";"Venturada";639;337;302
"28";"1718";"Villa del Prado";3.809;1.925;1.884
"28";"1701";"Villaconejos";2.850;1.454;1.396
"28";"1723";"Villalbilla";3.524;1.855;1.669
"28";"1739";"Villamanrique de Tajo";602;296;306
"28";"1744";"Villamanta";1.485;749;736
"28";"1757";"Villamantilla";345;181;164
"28";"1760";"Villanueva de la Cañada";9.124;4.524;4.600
"28";"1782";"Villanueva de Perales";430;239;191
"28";"1776";"Villanueva del Pardillo";3.412;1.744;1.668
"28";"1795";"Villar del Olmo";1.168;598;570
"28";"1809";"Villarejo de Salvanés";5.435;2.691;2.744
"28";"1816";"Villaviciosa de Odón";17.853;8.881;8.972
"28";"1821";"Villavieja del Lozoya";172;81;91
"28";"1837";"Zarzalejo";1.028;530;498
"29";"0017";"Alameda";4.961;2.450;2.511
"29";"0022";"Alcaucín";1.509;763;746
"29";"0038";"Alfarnate";1.451;744;707
"29";"0043";"Alfarnatejo";405;217;188
"29";"0056";"Algarrobo";4.794;2.387;2.407
"29";"0069";"Algatocín";972;489;483
"29";"0075";"Alhaurín de la Torre";19.024;9.431;9.593
"29";"0081";"Alhaurín el Grande";16.838;8.418;8.420
